string,log_prob,count
"fand(True,fnot(fand(sametexture(d),fand(fnot(istexture(obj_2(d),fplain())),sametexture(d)))))",-18.95053994643129,1
"fnot(fand(fand(isshape(obj_2(d),fdiamond()),sameshape(d)),fand(fnot(sametexture(d)),True)))",-18.95053994643129,1
"fand(fnot(istexture(obj_1(d),fstripes())),fand(sameshape(d),fand(fnot(True),sametexture(d))))",-18.95053994643129,1
"fand(fand(fnot(fand(True,fnot(istexture(obj_2(d),fdots())))),sametexture(d)),True)",-18.95053994643129,1
"fand(fnot(istexture(obj_1(d),fplain())),fand(fand(True,fnot(sametexture(d))),sameshape(d)))",-18.95053994643129,1
"fand(fnot(sameshape(d)),fand(fand(fnot(True),isshape(obj_1(d),fcircle())),sametexture(d)))",-18.95053994643129,1
"fand(fand(fnot(istexture(obj_2(d),fcheckered())),sameshape(d)),fnot(fand(sametexture(d),sameshape(d))))",-18.95053994643129,1
"fnot(fand(fand(fnot(True),isshape(obj_1(d),fdiamond())),fand(sameshape(d),sameshape(d))))",-18.95053994643129,1
"fand(fnot(sametexture(d)),fand(fnot(istexture(obj_2(d),fdots())),fand(True,sametexture(d))))",-18.95053994643129,1
"fnot(fand(fnot(fand(sametexture(d),fand(isshape(obj_2(d),ftriangle()),sameshape(d)))),sametexture(d)))",-18.95053994643129,1
"fand(fand(True,sametexture(d)),fand(istexture(obj_2(d),fdots()),fnot(fnot(True))))",-18.95053994643129,1
"fnot(fand(True,fnot(fand(fand(istexture(obj_1(d),fstripes()),True),True))))",-18.95053994643129,1
"fand(istexture(obj_1(d),fdots()),fand(fand(sameshape(d),fnot(True)),fnot(True)))",-18.95053994643129,1
"fand(isshape(obj_1(d),ftriangle()),fand(fnot(fand(fnot(sameshape(d)),sameshape(d))),True))",-18.95053994643129,1
"fand(True,fnot(fand(fnot(fand(True,isshape(obj_2(d),fdiamond()))),True)))",-18.95053994643129,1
"fnot(fand(sametexture(d),fand(isshape(obj_2(d),fdiamond()),fnot(fand(sameshape(d),True)))))",-18.95053994643129,1
"fand(True,fand(fnot(True),fand(fnot(sametexture(d)),isshape(obj_1(d),fsquare()))))",-18.95053994643129,1
"fand(fand(sametexture(d),fnot(fand(fnot(istexture(obj_2(d),fplain())),True))),sameshape(d))",-18.95053994643129,1
"fand(fand(True,fand(fnot(isshape(obj_2(d),fsquare())),fnot(sameshape(d)))),sametexture(d))",-18.95053994643129,1
"fand(istexture(obj_1(d),fstripes()),fnot(fand(sameshape(d),fand(sameshape(d),fnot(sametexture(d))))))",-18.95053994643129,1
"fnot(fand(fand(sameshape(d),istexture(obj_2(d),fcheckered())),fnot(fand(True,True))))",-18.95053994643129,1
"fand(fand(fnot(fnot(sameshape(d))),fand(sameshape(d),istexture(obj_2(d),fplain()))),True)",-18.95053994643129,1
"fand(fand(istexture(obj_2(d),fstripes()),fnot(sameshape(d))),fand(fnot(sametexture(d)),sametexture(d)))",-18.95053994643129,1
"fnot(fand(fand(fand(isshape(obj_2(d),fcircle()),fnot(True)),sameshape(d)),sameshape(d)))",-18.95053994643129,1
"fnot(fand(istexture(obj_2(d),fdots()),fand(fnot(True),fand(True,sametexture(d)))))",-18.95053994643129,1
"fand(True,fand(fnot(fnot(isshape(obj_2(d),ftriangle()))),fand(True,sametexture(d))))",-18.95053994643129,1
"fand(fand(istexture(obj_1(d),fstripes()),True),fnot(fand(fnot(True),True)))",-18.95053994643129,1
"fand(fnot(sametexture(d)),fand(isshape(obj_2(d),fsquare()),fnot(fand(True,True))))",-18.95053994643129,1
"fnot(fand(fnot(sametexture(d)),fand(isshape(obj_2(d),fsquare()),fand(True,True))))",-18.95053994643129,1
"fand(fand(fand(True,fnot(isshape(obj_2(d),fsquare()))),fnot(True)),sametexture(d))",-18.95053994643129,1
"fand(fand(fand(True,fnot(isshape(obj_1(d),fcircle()))),fnot(sametexture(d))),True)",-18.95053994643129,1
"fand(fand(isshape(obj_1(d),fdiamond()),fnot(fnot(fand(True,sameshape(d))))),True)",-18.95053994643129,1
"fand(fnot(fand(sametexture(d),fand(fnot(isshape(obj_2(d),fdiamond())),True))),sametexture(d))",-18.95053994643129,1
"fand(isshape(obj_1(d),fdiamond()),fnot(fand(sameshape(d),fand(fnot(True),True))))",-18.95053994643129,1
"fnot(fnot(fand(True,fand(fand(istexture(obj_1(d),fstripes()),sametexture(d)),True))))",-18.95053994643129,1
"fnot(fnot(fand(True,fand(fand(isshape(obj_1(d),fsquare()),sameshape(d)),True))))",-18.95053994643129,1
"fand(sametexture(d),fand(fand(fnot(sametexture(d)),istexture(obj_1(d),fplain())),fnot(sametexture(d))))",-18.95053994643129,1
"fand(fnot(sametexture(d)),fand(fand(istexture(obj_1(d),fplain()),sameshape(d)),fnot(True)))",-18.95053994643129,1
"fand(fnot(isshape(obj_1(d),ftriangle())),fand(fnot(sameshape(d)),fand(True,sameshape(d))))",-18.95053994643129,1
"fand(fand(isshape(obj_2(d),fcircle()),fand(sametexture(d),sametexture(d))),fnot(fnot(sametexture(d))))",-18.95053994643129,1
"fand(fand(fnot(True),fand(True,fnot(isshape(obj_1(d),fsquare())))),sametexture(d))",-18.95053994643129,1
"fand(fnot(istexture(obj_1(d),fplain())),fand(fnot(fand(True,sametexture(d))),sametexture(d)))",-18.95053994643129,1
"fand(True,fand(fand(isshape(obj_1(d),ftriangle()),fnot(fnot(True))),True))",-18.95053994643129,1
"fand(sametexture(d),fand(fand(isshape(obj_2(d),fdiamond()),fnot(sametexture(d))),fnot(True)))",-18.95053994643129,1
"fand(sameshape(d),fand(isshape(obj_2(d),fdiamond()),fnot(fnot(fand(True,True)))))",-18.95053994643129,1
"fnot(fnot(fand(sametexture(d),fand(istexture(obj_2(d),fplain()),fand(sameshape(d),sametexture(d))))))",-18.95053994643129,1
"fand(sametexture(d),fand(fnot(sametexture(d)),fand(istexture(obj_1(d),fdots()),fnot(sametexture(d)))))",-18.95053994643129,1
"fand(True,fand(fand(isshape(obj_1(d),fsquare()),sametexture(d)),fnot(fnot(True))))",-18.95053994643129,1
"fand(fnot(fand(fnot(istexture(obj_1(d),fstripes())),fand(sametexture(d),True))),sameshape(d))",-18.95053994643129,1
"fand(sameshape(d),fand(fand(fnot(sameshape(d)),fnot(isshape(obj_1(d),fdiamond()))),sametexture(d)))",-18.95053994643129,1
"fand(fand(isshape(obj_1(d),ftriangle()),fand(fnot(fnot(True)),True)),True)",-18.95053994643129,1
"fand(sametexture(d),fnot(fand(fand(isshape(obj_2(d),ftriangle()),fnot(sametexture(d))),sameshape(d))))",-18.95053994643129,1
"fand(fnot(isshape(obj_2(d),fdiamond())),fand(True,fnot(fand(sametexture(d),True))))",-18.95053994643129,1
"fand(fand(sametexture(d),isshape(obj_2(d),ftriangle())),fand(fnot(fnot(True)),sameshape(d)))",-18.95053994643129,1
"fnot(fnot(fand(isshape(obj_1(d),fdiamond()),fand(fand(sameshape(d),True),sameshape(d)))))",-18.95053994643129,1
"fand(True,fand(isshape(obj_2(d),fcircle()),fnot(fand(fnot(sametexture(d)),sameshape(d)))))",-18.95053994643129,1
"fand(True,fand(fand(fnot(istexture(obj_1(d),fstripes())),True),fnot(True)))",-18.95053994643129,1
"fnot(fand(sametexture(d),fand(sametexture(d),fnot(fand(isshape(obj_1(d),fdiamond()),sameshape(d))))))",-18.95053994643129,1
"fnot(fand(sameshape(d),fand(isshape(obj_2(d),ftriangle()),fnot(fand(sametexture(d),True)))))",-18.95053994643129,1
"fnot(fand(sameshape(d),fand(istexture(obj_2(d),fdots()),fand(fnot(sameshape(d)),True))))",-18.95053994643129,1
"fand(fand(isshape(obj_1(d),fdiamond()),True),fnot(fand(True,fnot(True))))",-18.95053994643129,1
"fand(fand(fnot(istexture(obj_1(d),fplain())),True),fand(True,fnot(sameshape(d))))",-18.95053994643129,1
"fand(fand(True,istexture(obj_1(d),fdots())),fand(fnot(sametexture(d)),fnot(sameshape(d))))",-18.95053994643129,1
"fand(fand(fnot(fnot(sametexture(d))),fand(sametexture(d),isshape(obj_1(d),fdiamond()))),True)",-18.95053994643129,1
"fand(istexture(obj_2(d),fcheckered()),fnot(fand(fand(fnot(True),sameshape(d)),sameshape(d))))",-18.95053994643129,1
"fnot(fand(fand(fnot(fand(sametexture(d),istexture(obj_1(d),fdots()))),True),sameshape(d)))",-18.95053994643129,1
"fand(isshape(obj_2(d),fcircle()),fnot(fand(fnot(sameshape(d)),fand(sametexture(d),sameshape(d)))))",-18.95053994643129,1
"fand(fnot(fand(True,sameshape(d))),fnot(fand(isshape(obj_2(d),ftriangle()),True)))",-18.95053994643129,1
"fnot(fnot(fand(True,fand(sameshape(d),fand(isshape(obj_2(d),fdiamond()),True)))))",-18.95053994643129,1
"fand(fand(True,fnot(fand(fnot(isshape(obj_1(d),fcircle())),sameshape(d)))),True)",-18.95053994643129,1
"fand(fnot(isshape(obj_2(d),fcircle())),fand(sametexture(d),fand(True,fnot(sametexture(d)))))",-18.95053994643129,1
"fand(fnot(fand(isshape(obj_2(d),fdiamond()),fnot(sametexture(d)))),fand(True,True))",-18.95053994643129,1
"fnot(fnot(fand(fand(isshape(obj_1(d),fcircle()),True),fand(True,sametexture(d)))))",-18.95053994643129,1
"fand(isshape(obj_2(d),fsquare()),fnot(fand(fand(True,sametexture(d)),fnot(sameshape(d)))))",-18.95053994643129,1
"fand(istexture(obj_1(d),fcheckered()),fnot(fnot(fand(fand(True,sameshape(d)),True))))",-18.95053994643129,1
"fand(fnot(fand(isshape(obj_2(d),fcircle()),fand(fnot(sameshape(d)),True))),True)",-18.95053994643129,1
"fand(isshape(obj_2(d),fsquare()),fand(fnot(fand(fnot(sametexture(d)),sameshape(d))),sametexture(d)))",-18.95053994643129,1
"fand(fand(fnot(istexture(obj_1(d),fdots())),fand(fnot(sameshape(d)),True)),True)",-18.95053994643129,1
"fand(fand(fnot(fand(sametexture(d),isshape(obj_2(d),fdiamond()))),fnot(sametexture(d))),sameshape(d))",-18.95053994643129,1
"fand(fand(fnot(isshape(obj_2(d),fdiamond())),fnot(fand(sametexture(d),True))),sameshape(d))",-18.95053994643129,1
"fnot(fand(istexture(obj_2(d),fdots()),fand(sameshape(d),fnot(fand(True,True)))))",-18.95053994643129,1
"fand(istexture(obj_2(d),fcheckered()),fand(sametexture(d),fand(fnot(fnot(sameshape(d))),sameshape(d))))",-18.95053994643129,1
"fnot(fand(istexture(obj_2(d),fplain()),fand(sametexture(d),fand(True,fnot(sametexture(d))))))",-18.95053994643129,1
"fand(fnot(fand(True,fnot(istexture(obj_2(d),fplain())))),fand(sameshape(d),sameshape(d)))",-18.95053994643129,1
"fand(fand(fnot(True),istexture(obj_1(d),fplain())),fand(True,fnot(True)))",-18.95053994643129,1
"fnot(fand(fnot(True),fand(isshape(obj_2(d),ftriangle()),fand(True,True))))",-18.95053994643129,1
"fand(fand(sametexture(d),fand(True,isshape(obj_2(d),ftriangle()))),fnot(fnot(True)))",-18.95053994643129,1
"fand(fnot(fnot(fand(fand(True,istexture(obj_2(d),fdots())),sametexture(d)))),True)",-18.95053994643129,1
"fand(fnot(fnot(fand(isshape(obj_1(d),fcircle()),True))),fand(sameshape(d),sameshape(d)))",-18.95053994643129,1
"fand(sameshape(d),fnot(fand(fand(True,istexture(obj_2(d),fdots())),fnot(True))))",-18.95053994643129,1
"fand(fand(True,fand(istexture(obj_1(d),fplain()),True)),fnot(fnot(sameshape(d))))",-18.95053994643129,1
"fand(fnot(fnot(fand(fand(True,istexture(obj_2(d),fcheckered())),sametexture(d)))),True)",-18.95053994643129,1
"fand(fand(fnot(True),sameshape(d)),fand(fnot(isshape(obj_1(d),ftriangle())),sametexture(d)))",-18.95053994643129,1
"fand(fnot(fnot(fand(fand(sameshape(d),istexture(obj_1(d),fstripes())),True))),True)",-18.95053994643129,1
"fnot(fand(fnot(True),fand(fand(istexture(obj_2(d),fdots()),True),sameshape(d))))",-18.95053994643129,1
"fnot(fand(fand(isshape(obj_1(d),fdiamond()),fand(fnot(sametexture(d)),True)),sameshape(d)))",-18.95053994643129,1
"fnot(fnot(fand(isshape(obj_1(d),fsquare()),fand(fand(True,sameshape(d)),True))))",-18.950539946431295,1
"fand(fand(fnot(isshape(obj_2(d),fdiamond())),sametexture(d)),fnot(fand(sametexture(d),True)))",-18.950539946431295,1
"fand(istexture(obj_1(d),fplain()),fand(fand(fnot(fnot(sametexture(d))),sametexture(d)),True))",-18.950539946431295,1
"fnot(fand(fand(fand(isshape(obj_2(d),fsquare()),sametexture(d)),True),fnot(sametexture(d))))",-18.950539946431295,1
"fand(fand(istexture(obj_1(d),fcheckered()),True),fand(fnot(fnot(True)),sametexture(d)))",-18.950539946431295,1
"fnot(fnot(fand(fand(istexture(obj_1(d),fdots()),sameshape(d)),fand(sametexture(d),True))))",-18.950539946431295,1
"fand(isshape(obj_2(d),fcircle()),fnot(fand(fand(fnot(True),sametexture(d)),sametexture(d))))",-18.950539946431295,1
"fnot(fand(isshape(obj_2(d),ftriangle()),fand(fnot(fand(sametexture(d),sametexture(d))),True)))",-18.950539946431295,1
"fand(fand(isshape(obj_2(d),fcircle()),isshape(obj_2(d),fdiamond())),fnot(fnot(istexture(obj_2(d),fdots()))))",-19.238222018883064,1
"fnot(fnot(fand(isshape(obj_1(d),ftriangle()),fand(isshape(obj_1(d),fdiamond()),isshape(obj_1(d),fdiamond())))))",-19.238222018883064,1
"fand(fnot(fand(fnot(istexture(obj_2(d),fplain())),isshape(obj_1(d),fdiamond()))),istexture(obj_2(d),fstripes()))",-19.238222018883064,1
"fnot(fnot(fand(istexture(obj_2(d),fstripes()),fand(istexture(obj_1(d),fstripes()),isshape(obj_2(d),ftriangle())))))",-19.238222018883064,1
"fand(fand(fnot(istexture(obj_2(d),fcheckered())),isshape(obj_1(d),ftriangle())),fnot(istexture(obj_2(d),fcheckered())))",-19.238222018883064,1
"fand(fnot(fnot(fand(isshape(obj_2(d),fcircle()),isshape(obj_2(d),ftriangle())))),isshape(obj_1(d),ftriangle()))",-19.238222018883064,1
"fand(fnot(fand(istexture(obj_1(d),fdots()),fnot(isshape(obj_1(d),fcircle())))),isshape(obj_1(d),fdiamond()))",-19.238222018883064,1
"fand(fnot(isshape(obj_2(d),fsquare())),fand(fnot(istexture(obj_2(d),fplain())),isshape(obj_1(d),ftriangle())))",-19.238222018883064,1
"fand(fand(fnot(fnot(istexture(obj_1(d),fcheckered()))),istexture(obj_1(d),fdots())),istexture(obj_1(d),fstripes()))",-19.238222018883064,1
"fnot(fand(fnot(fand(isshape(obj_2(d),ftriangle()),isshape(obj_2(d),fcircle()))),istexture(obj_2(d),fstripes())))",-19.238222018883064,1
"fnot(fand(fand(istexture(obj_2(d),fplain()),fnot(istexture(obj_2(d),fcheckered()))),isshape(obj_2(d),fsquare())))",-19.238222018883068,1
"fand(fnot(isshape(obj_1(d),fsquare())),fnot(fand(istexture(obj_1(d),fstripes()),isshape(obj_1(d),fsquare()))))",-19.238222018883068,1
"fnot(fand(fand(fnot(isshape(obj_1(d),fcircle())),isshape(obj_1(d),fsquare())),istexture(obj_1(d),fdots())))",-19.238222018883068,1
"fand(fnot(fand(fnot(istexture(obj_2(d),fdots())),isshape(obj_1(d),fcircle()))),isshape(obj_1(d),fsquare()))",-19.238222018883068,1
"fand(fnot(fnot(fand(isshape(obj_2(d),fdiamond()),isshape(obj_2(d),fdiamond())))),istexture(obj_1(d),fplain()))",-19.238222018883068,1
"fnot(fand(fand(fnot(isshape(obj_2(d),fcircle())),isshape(obj_1(d),ftriangle())),istexture(obj_2(d),fstripes())))",-19.238222018883068,1
"fand(fnot(fnot(fnot(fand(fnot(True),fnot(istexture(obj_2(d),fplain())))))),True)",-19.238222018883068,1
"fand(isshape(obj_2(d),fcircle()),fnot(fand(fnot(isshape(obj_2(d),fdiamond())),isshape(obj_1(d),fsquare()))))",-19.238222018883068,1
"fand(istexture(obj_2(d),fplain()),fnot(fand(isshape(obj_2(d),ftriangle()),fnot(istexture(obj_1(d),fdots())))))",-19.238222018883068,1
"fand(istexture(obj_2(d),fplain()),fand(fnot(fnot(isshape(obj_1(d),fsquare()))),istexture(obj_2(d),fstripes())))",-19.238222018883068,1
"fand(isshape(obj_1(d),ftriangle()),fnot(fnot(fand(istexture(obj_1(d),fplain()),istexture(obj_2(d),fdots())))))",-19.238222018883068,1
"fand(fand(istexture(obj_1(d),fplain()),istexture(obj_1(d),fplain())),fnot(fnot(isshape(obj_1(d),fdiamond()))))",-19.238222018883068,1
"fnot(fnot(fand(fand(fnot(fnot(sameshape(d))),True),fnot(isshape(obj_2(d),fcircle())))))",-19.238222018883068,1
"fand(fnot(fand(isshape(obj_1(d),fsquare()),fnot(isshape(obj_1(d),fcircle())))),istexture(obj_1(d),fstripes()))",-19.238222018883068,1
"fnot(fand(fnot(fnot(fnot(fand(fnot(sametexture(d)),True)))),isshape(obj_2(d),fsquare())))",-19.238222018883068,1
"fand(fand(fnot(fnot(isshape(obj_1(d),ftriangle()))),istexture(obj_1(d),fstripes())),isshape(obj_2(d),ftriangle()))",-19.238222018883068,1
"fnot(fand(istexture(obj_2(d),fdots()),fand(fnot(isshape(obj_1(d),fsquare())),isshape(obj_1(d),fdiamond()))))",-19.238222018883068,1
"fand(fand(fnot(fnot(istexture(obj_1(d),fcheckered()))),istexture(obj_2(d),fdots())),istexture(obj_1(d),fdots()))",-19.238222018883068,1
"fnot(fand(fand(isshape(obj_2(d),fcircle()),fnot(isshape(obj_1(d),fcircle()))),istexture(obj_2(d),fcheckered())))",-19.238222018883068,1
"fnot(fnot(fnot(fand(fand(sametexture(d),fnot(fnot(istexture(obj_1(d),fcheckered())))),True))))",-19.238222018883068,1
"fand(fnot(fand(fnot(fnot(sametexture(d))),True)),fnot(fnot(istexture(obj_2(d),fplain()))))",-19.238222018883068,1
"fnot(fnot(fand(isshape(obj_2(d),fcircle()),fand(istexture(obj_2(d),fcheckered()),istexture(obj_1(d),fstripes())))))",-19.238222018883068,1
"fand(fnot(fnot(fand(istexture(obj_1(d),fcheckered()),isshape(obj_2(d),ftriangle())))),istexture(obj_1(d),fdots()))",-19.238222018883068,1
"fnot(fand(istexture(obj_2(d),fstripes()),fand(istexture(obj_2(d),fcheckered()),fnot(isshape(obj_2(d),fdiamond())))))",-19.238222018883068,1
"fand(isshape(obj_1(d),ftriangle()),fand(fnot(istexture(obj_2(d),fplain())),fnot(isshape(obj_2(d),ftriangle()))))",-19.238222018883068,1
"fnot(fand(fand(fnot(sameshape(d)),fnot(fnot(True))),fnot(isshape(obj_2(d),fsquare()))))",-19.238222018883068,1
"fnot(fand(fnot(fnot(fnot(True))),fnot(fand(True,istexture(obj_1(d),fcheckered())))))",-19.238222018883068,1
"fand(fand(isshape(obj_1(d),fcircle()),isshape(obj_1(d),fdiamond())),fnot(fnot(istexture(obj_2(d),fdots()))))",-19.238222018883068,1
"fand(fand(isshape(obj_2(d),ftriangle()),fnot(fnot(isshape(obj_1(d),fdiamond())))),isshape(obj_2(d),fcircle()))",-19.238222018883068,1
"fand(fnot(fnot(fand(isshape(obj_1(d),ftriangle()),istexture(obj_1(d),fcheckered())))),isshape(obj_1(d),ftriangle()))",-19.238222018883068,1
"fand(fnot(fnot(fand(True,fnot(fnot(fnot(True)))))),isshape(obj_2(d),fdiamond()))",-19.238222018883068,1
"fand(isshape(obj_2(d),fcircle()),fnot(fnot(fand(isshape(obj_1(d),fcircle()),istexture(obj_1(d),fstripes())))))",-19.238222018883068,1
"fand(fnot(istexture(obj_2(d),fcheckered())),fand(istexture(obj_2(d),fdots()),fnot(isshape(obj_1(d),fdiamond()))))",-19.238222018883068,1
"fand(fand(fnot(fnot(istexture(obj_2(d),fdots()))),istexture(obj_2(d),fcheckered())),isshape(obj_1(d),fsquare()))",-19.238222018883068,1
"fnot(fnot(fand(fand(istexture(obj_1(d),fdots()),istexture(obj_2(d),fcheckered())),isshape(obj_1(d),fdiamond()))))",-19.238222018883068,1
"fnot(fnot(fnot(fand(sametexture(d),fand(True,fnot(fnot(isshape(obj_1(d),fsquare()))))))))",-19.238222018883068,1
"fand(fand(istexture(obj_1(d),fstripes()),fnot(istexture(obj_1(d),fdots()))),fnot(isshape(obj_1(d),ftriangle())))",-19.238222018883068,1
"fand(fnot(fnot(fnot(sameshape(d)))),fnot(fnot(fand(sametexture(d),isshape(obj_1(d),fdiamond())))))",-19.238222018883068,1
"fnot(fand(istexture(obj_2(d),fplain()),fand(isshape(obj_2(d),ftriangle()),fnot(istexture(obj_2(d),fdots())))))",-19.238222018883068,1
"fnot(fnot(fand(fand(fnot(fnot(True)),sametexture(d)),fnot(isshape(obj_2(d),fdiamond())))))",-19.238222018883068,1
"fnot(fand(fnot(fand(isshape(obj_1(d),fsquare()),istexture(obj_1(d),fstripes()))),isshape(obj_2(d),fdiamond())))",-19.238222018883068,1
"fand(fnot(fnot(istexture(obj_1(d),fstripes()))),fand(isshape(obj_1(d),fsquare()),istexture(obj_2(d),fplain())))",-19.238222018883068,1
"fand(isshape(obj_2(d),fcircle()),fand(fnot(fnot(istexture(obj_1(d),fcheckered()))),isshape(obj_2(d),ftriangle())))",-19.238222018883068,1
"fnot(fand(fand(fnot(fnot(True)),fnot(fnot(True))),isshape(obj_1(d),fsquare())))",-19.238222018883068,1
"fnot(fand(fand(fnot(isshape(obj_2(d),fsquare())),istexture(obj_2(d),fcheckered())),isshape(obj_2(d),fcircle())))",-19.238222018883068,1
"fnot(fand(True,fand(fnot(fnot(fnot(isshape(obj_1(d),ftriangle())))),fnot(sameshape(d)))))",-19.23822201888307,1
"fnot(fand(fand(istexture(obj_1(d),fdots()),isshape(obj_1(d),ftriangle())),fnot(istexture(obj_1(d),fplain()))))",-19.23822201888307,1
"fand(fnot(isshape(obj_1(d),ftriangle())),fand(fnot(isshape(obj_1(d),fcircle())),istexture(obj_1(d),fdots())))",-19.23822201888307,1
"fnot(fnot(fnot(fnot(fand(fand(True,fnot(True)),isshape(obj_1(d),fsquare()))))))",-19.23822201888307,1
"fnot(fand(fnot(fand(fnot(True),fnot(fnot(sametexture(d))))),istexture(obj_1(d),fplain())))",-19.23822201888307,1
"fand(sametexture(d),fand(fnot(fnot(sametexture(d))),fnot(fnot(fnot(istexture(obj_1(d),fdots()))))))",-19.23822201888307,1
"fand(fnot(sameshape(d)),fand(fnot(fnot(istexture(obj_2(d),fstripes()))),fnot(fnot(sameshape(d)))))",-19.23822201888307,1
"fnot(fand(fand(fnot(istexture(obj_2(d),fplain())),fnot(fnot(True))),fnot(sameshape(d))))",-19.23822201888307,1
"fand(fnot(fand(isshape(obj_1(d),ftriangle()),fnot(isshape(obj_1(d),fsquare())))),isshape(obj_1(d),fsquare()))",-19.23822201888307,1
"fnot(fnot(fand(fnot(fnot(fand(sameshape(d),sameshape(d)))),fnot(istexture(obj_1(d),fcheckered())))))",-19.23822201888307,1
"fand(fnot(istexture(obj_2(d),fcheckered())),fnot(fand(True,fnot(fnot(fnot(True))))))",-19.23822201888307,1
"fand(fand(fnot(True),fnot(fnot(sametexture(d)))),fnot(fnot(istexture(obj_2(d),fdots()))))",-19.23822201888307,1
"fnot(fnot(fnot(fand(fand(fnot(isshape(obj_1(d),fsquare())),fnot(True)),sametexture(d)))))",-19.23822201888307,1
"fnot(fnot(fand(isshape(obj_2(d),fcircle()),fnot(fand(True,fnot(fnot(sametexture(d))))))))",-19.23822201888307,1
"fnot(fnot(fand(isshape(obj_2(d),ftriangle()),fand(isshape(obj_2(d),fsquare()),isshape(obj_2(d),fdiamond())))))",-19.23822201888307,1
"fnot(fand(fand(istexture(obj_1(d),fstripes()),istexture(obj_1(d),fstripes())),fnot(istexture(obj_1(d),fdots()))))",-19.23822201888307,1
"fnot(fand(fnot(fnot(True)),fand(fnot(fnot(sametexture(d))),isshape(obj_1(d),fcircle()))))",-19.23822201888307,1
"fnot(fand(fnot(True),fnot(fand(fnot(istexture(obj_1(d),fcheckered())),fnot(sameshape(d))))))",-19.23822201888307,1
"fnot(fand(fnot(istexture(obj_1(d),fstripes())),fand(istexture(obj_2(d),fplain()),isshape(obj_1(d),fcircle()))))",-19.23822201888307,1
"fand(fnot(fnot(fnot(sametexture(d)))),fnot(fand(fnot(True),istexture(obj_1(d),fstripes()))))",-19.23822201888307,1
"fnot(fnot(fand(fand(fnot(fnot(fnot(isshape(obj_1(d),fsquare())))),True),sametexture(d))))",-19.23822201888307,1
"fnot(fand(istexture(obj_2(d),fstripes()),fnot(fand(isshape(obj_2(d),fcircle()),isshape(obj_1(d),fcircle())))))",-19.23822201888307,1
"fand(fnot(fnot(True)),fand(fnot(fnot(fnot(True))),isshape(obj_2(d),fsquare())))",-19.23822201888307,1
"fand(fnot(fnot(isshape(obj_2(d),fdiamond()))),fand(isshape(obj_1(d),fsquare()),isshape(obj_2(d),ftriangle())))",-19.23822201888307,1
"fnot(fnot(fand(fnot(fand(sameshape(d),fnot(fnot(isshape(obj_1(d),ftriangle()))))),True)))",-19.23822201888307,1
"fand(fand(fnot(fnot(fnot(fnot(fnot(istexture(obj_2(d),fcheckered())))))),True),True)",-19.23822201888307,1
"fnot(fand(fnot(True),fand(fnot(isshape(obj_2(d),fsquare())),fnot(fnot(True)))))",-19.23822201888307,1
"fand(fnot(fnot(fand(fnot(isshape(obj_1(d),fdiamond())),fnot(fnot(sametexture(d)))))),sametexture(d))",-19.23822201888307,1
"fand(fand(fnot(isshape(obj_2(d),ftriangle())),fnot(True)),fnot(fnot(fnot(sameshape(d)))))",-19.23822201888307,1
"fand(fnot(fnot(fnot(fand(istexture(obj_1(d),fplain()),sametexture(d))))),fnot(fnot(sameshape(d))))",-19.23822201888307,1
"fnot(fand(fnot(True),fnot(fnot(fnot(fand(isshape(obj_1(d),ftriangle()),sameshape(d)))))))",-19.23822201888307,1
"fnot(fand(istexture(obj_2(d),fcheckered()),fand(isshape(obj_1(d),ftriangle()),fnot(istexture(obj_2(d),fplain())))))",-19.23822201888307,1
"fnot(fand(sametexture(d),fnot(fand(fnot(fnot(fnot(sameshape(d)))),isshape(obj_2(d),fdiamond())))))",-19.23822201888307,1
"fand(fand(fnot(isshape(obj_2(d),ftriangle())),fnot(isshape(obj_2(d),fsquare()))),isshape(obj_1(d),fdiamond()))",-19.23822201888307,1
"fnot(fand(fnot(fand(fnot(fnot(sameshape(d))),istexture(obj_2(d),fstripes()))),fnot(sameshape(d))))",-19.23822201888307,1
"fand(istexture(obj_2(d),fcheckered()),fand(fnot(fnot(isshape(obj_2(d),ftriangle()))),istexture(obj_2(d),fdots())))",-19.23822201888307,1
"fand(fnot(sameshape(d)),fnot(fnot(fand(istexture(obj_1(d),fplain()),fnot(fnot(True))))))",-19.23822201888307,1
"fand(fnot(True),fnot(fnot(fand(True,fnot(fnot(istexture(obj_1(d),fstripes())))))))",-19.23822201888307,1
"fand(fnot(fnot(fand(isshape(obj_1(d),fdiamond()),isshape(obj_2(d),fcircle())))),isshape(obj_2(d),ftriangle()))",-19.23822201888307,1
"fand(True,fnot(fnot(fnot(fand(sameshape(d),fnot(fnot(isshape(obj_1(d),fsquare()))))))))",-19.23822201888307,1
"fand(fnot(fnot(fnot(fand(fnot(istexture(obj_2(d),fplain())),True)))),fnot(sameshape(d)))",-19.23822201888307,1
"fand(isshape(obj_2(d),ftriangle()),fand(fnot(istexture(obj_2(d),fdots())),fnot(isshape(obj_1(d),fsquare()))))",-19.23822201888307,1
"fand(fnot(fnot(sametexture(d))),fand(fnot(fnot(fnot(isshape(obj_2(d),fdiamond())))),sameshape(d)))",-19.23822201888307,1
"fand(fnot(fand(fnot(fnot(isshape(obj_2(d),ftriangle()))),fnot(True))),fnot(sameshape(d)))",-19.23822201888307,1
"fnot(fnot(fand(sametexture(d),fand(isshape(obj_1(d),ftriangle()),fnot(fnot(fnot(True)))))))",-19.23822201888307,1
