condition,action,log_cum_rewards_mean,highest_levels_mean,epi_probs_mean,recover_rate_mean,n,log_cum_rewards_ci_lo,log_cum_rewards_ci_hi,highest_levels_ci_lo,highest_levels_ci_hi,epi_probs_ci_lo,epi_probs_ci_hi,recover_rate_ci_lo,recover_rate_ci_hi
hard,36,11.87512252536674,5.0,0.47204166666666664,0.5647916666666667,100,11.806992294994426,11.943252755739053,5.0,5.0,0.46588712891076844,0.47819620442256483,0.5595433200321366,0.5700400133011968
hard,37,11.902841421305812,5.0,0.47483333333333333,0.56475,100,11.835165743175855,11.970517099435769,5.0,5.0,0.467412711522571,0.48225395514409564,0.55821211059534,0.5712878894046599
hard,38,11.937539665889922,5.0,0.4725416666666667,0.5659583333333333,100,11.871061558303426,12.004017773476418,5.0,5.0,0.46603820687131436,0.479045126462019,0.5594012700522559,0.5725153966144108
hard,39,11.990488544948935,5.0,0.46475,0.5665,100,11.928813933179068,12.052163156718802,5.0,5.0,0.4587225169182497,0.47077748308175027,0.5604965951860408,0.5725034048139592
med,0,0.0,0.21,0.499375,0.4997083333333333,100,0.0,0.0,0.12976540457489483,0.29023459542510516,0.4933834401043497,0.5053665598956503,0.4928931281542505,0.506523538512416
med,1,0.0,0.45,0.49625,0.50475,100,0.0,0.0,0.32425165422699803,0.5757483457730019,0.4900190890841105,0.5024809109158895,0.49831325650822567,0.5111867434917744
med,2,0.0,0.8,0.49166666666666664,0.5074166666666666,100,0.0,0.0,0.6194580549030394,0.9805419450969607,0.4853078657540719,0.49802546757926136,0.500782461785087,0.5140508715482462
med,3,0.0,1.25,0.49816666666666665,0.50825,100,0.0,0.0,1.0081382814311226,1.4918617185688774,0.491327714669321,0.5050056186640123,0.5012267050349494,0.5152732949650506
med,4,0.0,1.72,0.4978333333333333,0.50375,100,0.0,0.0,1.4147267069749738,2.025273293025026,0.4916284470035218,0.5040382196631448,0.497263753435109,0.5102362465648911
med,5,0.4605170185988131,2.24,0.4924583333333333,0.5071249999999999,100,0.016100923303842662,0.9049331138937835,1.8787871742939557,2.6012128257060447,0.4870093187110795,0.49790734795558705,0.5013150597510948,0.5129349402489051
med,6,1.611809565095846,2.68,0.498875,0.5062916666666667,100,0.8248771943191001,2.3987419358725917,2.2831986966459987,3.0768013033540016,0.49227410990637943,0.5054758900936206,0.5002140128468129,0.5123693204865205
med,7,3.5690068941408013,3.07,0.495,0.5145833333333334,100,2.520117825273979,4.617895963007624,2.67774765697824,3.4622523430217598,0.48920200942351333,0.5007979905764867,0.5091259119300867,0.5200407547365801
med,8,4.7202994406378345,3.39,0.494,0.5139166666666667,100,3.6048700046194506,5.835728876656218,3.0142803989863474,3.765719601013653,0.487145305081607,0.500854694918393,0.5080330702169652,0.5198002631163682
med,9,5.871591987134867,3.69,0.5015,0.5165,100,4.7378681052148846,7.005315869054849,3.336853705308203,4.043146294691796,0.4959714207880093,0.5070285792119905,0.5109079336501964,0.5220920663498035
med,10,6.7926260243324945,3.93,0.4930833333333333,0.5178333333333334,100,5.677196588314111,7.908055460350878,3.603624493392762,4.256375506607238,0.486485133046451,0.4996815336202156,0.5105833892258047,0.525083277440862
med,11,7.36827229758101,4.09,0.4912083333333333,0.5170416666666666,100,6.279679630628228,8.456864964533793,3.778417220169553,4.401582779830447,0.4835333561748842,0.4988833104917824,0.5104466578003155,0.5236366755330177
med,12,7.71366006153012,4.26,0.493375,0.5224583333333332,100,6.647263985431848,8.780056137628392,3.98055546004781,4.539444539952189,0.4856963371210669,0.5010536628789332,0.5156741982559194,0.5292424684107471
med,13,8.174177080128933,4.45,0.495375,0.5189583333333334,100,7.145089491490877,9.20326466876699,4.208138281431123,4.691861718568878,0.48856113930999423,0.5021888606900058,0.5120341575081117,0.5258825091585552
med,14,9.095211117326558,4.53,0.4899583333333333,0.5287083333333333,100,8.171476200485273,10.018946034167843,4.3046150641836745,4.755384935816326,0.48372029602985783,0.4961963706368087,0.5243668834786617,0.533049783188005
