condition,action,log_cum_rewards_mean,highest_levels_mean,epi_probs_mean,recover_rate_mean,n,log_cum_rewards_ci_lo,log_cum_rewards_ci_hi,highest_levels_ci_lo,highest_levels_ci_hi,epi_probs_ci_lo,epi_probs_ci_hi,recover_rate_ci_lo,recover_rate_ci_hi
hard,16,5.83274995169037,2.7333333333333334,0.0957638888888889,0.7431249999999999,60,4.937265131650234,6.728234771730506,2.3495397604437693,3.1171269062228975,0.0718031235602102,0.1197246542175676,0.695707835663516,0.7905421643364838
hard,17,5.833615296999812,2.7333333333333334,0.09368055555555556,0.7402083333333334,60,4.948081374274548,6.719149219725076,2.3302325085352202,3.1364341581314465,0.07015222337659616,0.11720888773451496,0.6940756504254224,0.7863410162412443
hard,18,6.1726986789943785,2.8666666666666667,0.08993055555555556,0.7502083333333334,60,5.275139875246233,7.070257482742524,2.4592812131692687,3.2740521201640647,0.07138545635079144,0.10847565476031967,0.7032139849892306,0.7972026816774361
hard,19,6.6227806525365756,2.966666666666667,0.08715277777777779,0.7592361111111111,60,5.704515868489712,7.541045436583439,2.5632967192227087,3.370036614110625,0.0699955379897233,0.10431001756583227,0.7127254709991632,0.805746751223059
hard,20,6.802123446714154,3.05,0.09027777777777778,0.7533333333333334,60,5.901135171012893,7.703111722415414,2.6427255537401453,3.4572744462598544,0.06992750594895422,0.11062804960660133,0.7063733249705118,0.8002933416961551
hard,21,7.138985317471196,3.1,0.08916666666666666,0.7568055555555555,60,6.229061059338744,8.048909575603647,2.6973481126669325,3.5026518873330676,0.06762152026815423,0.11071181306517909,0.7098426720319109,0.8037684390792001
hard,22,7.359497254187918,3.1,0.08694444444444445,0.7495833333333334,60,6.4764161412407475,8.242578367135089,2.6973481126669325,3.5026518873330676,0.0668571317104577,0.10703175717843119,0.7034874714877797,0.7956791951788871
hard,23,7.389194313161408,3.1333333333333333,0.06958333333333333,0.7625,60,6.508237699339596,8.270150926983218,2.72862045703576,3.5380462096309064,0.05604629288061783,0.08312037378604882,0.7092927673664587,0.8157072326335412
hard,24,7.196644744916431,3.066666666666667,0.08375,0.7427777777777779,60,6.300619149998571,8.09267033983429,2.650322755513821,3.483010577819513,0.066614287181507,0.10088571281849301,0.6900790189812135,0.7954765365743423
hard,25,7.372177422381571,3.066666666666667,0.06993055555555557,0.748125,60,6.4696210017077895,8.274733843055353,2.650322755513821,3.483010577819513,0.05656891065370477,0.08329220045740636,0.6955122712930909,0.8007377287069092
hard,26,7.37599273253511,3.066666666666667,0.06777777777777777,0.7522222222222222,60,6.472597563844113,8.279387901226107,2.650322755513821,3.483010577819513,0.05345550515087201,0.08210005040468353,0.699468935883815,0.8049755085606295
hard,27,7.389581553117424,3.0833333333333335,0.07,0.7515277777777778,60,6.489388505931535,8.289774600303312,2.671115090805552,3.495551575861115,0.05578079102218404,0.08421920897781597,0.6987561020030596,0.804299453552496
hard,28,7.421173093861509,3.1166666666666667,0.07166666666666667,0.7595833333333334,60,6.528286715082042,8.314059472640977,2.7129605682039735,3.52037276512936,0.05882455188305313,0.08450878145028021,0.7064259447462932,0.8127407219203736
hard,29,7.423867397192035,3.1666666666666665,0.07493055555555556,0.7625694444444445,60,6.531479582883355,8.316255211500716,2.768168733627441,3.565164599705892,0.06179014185398671,0.0880709692571244,0.7091440105658396,0.8159948783230494
