condition,seed,action,log_cum_rewards,highest_levels,epi_probs,recover_rate
simple,25,21,12.611537753638371,5.0,0.2,1.0
simple,25,22,12.611537753638371,5.0,0.2,1.0
simple,25,23,12.611537753638371,5.0,0.2,1.0
simple,25,24,12.899219826090144,5.0,0.2,1.0
simple,25,25,12.899219826090144,5.0,0.2,1.0
simple,25,26,12.899244825777648,5.0,0.2,1.0
simple,25,27,12.899244825777648,5.0,0.2,1.0
simple,25,28,12.899269824840186,5.0,0.2,1.0
simple,25,29,12.899269824840186,5.0,0.2,1.0
simple,25,30,12.899294823277785,5.0,0.2,1.0
simple,25,31,12.899294823277785,5.0,0.2,1.0
simple,25,32,12.899319821090478,5.0,0.2,1.0
simple,25,33,12.899319821090478,5.0,0.2,1.0
simple,25,34,12.899319821090478,5.0,0.2,1.0
simple,25,35,12.899319821090478,5.0,0.2,1.0
simple,25,36,12.899319821090478,5.0,0.2,1.0
simple,25,37,12.899319821090478,5.0,0.2,1.0
simple,25,38,12.899319821090478,5.0,0.2,1.0
simple,25,39,12.899319821090478,5.0,0.2,1.0
simple,26,0,-18.420680743952367,0.0,0.2,0.6
simple,26,1,-18.420680743952367,0.0,0.25,0.65
simple,26,2,-18.420680743952367,0.0,0.05,0.75
simple,26,3,-18.420680743952367,0.0,0.016666666666666666,0.7833333333333333
simple,26,4,-18.420680743952367,1.0,0.016666666666666666,0.8166666666666667
simple,26,5,-18.420680743952367,2.0,0.2,1.0
simple,26,6,-18.420680743952367,2.0,0.38333333333333336,0.5833333333333334
simple,26,7,-18.420680743952367,3.0,0.2,1.0
simple,26,8,-18.420680743952367,4.0,0.2,1.0
simple,26,9,-18.420680743952367,5.0,0.2,1.0
simple,26,10,11.512925464970328,5.0,0.2,1.0
simple,26,11,11.512925464970328,5.0,0.2,1.0
simple,26,12,11.512925464970328,5.0,0.2,1.0
simple,26,13,11.512925464970328,5.0,0.2,1.0
simple,26,14,11.512925464970328,5.0,0.2,1.0
simple,26,15,11.512925464970328,5.0,0.2,1.0
simple,26,16,12.206072645530224,5.0,0.2,1.0
simple,26,17,12.206072645530224,5.0,0.2,1.0
simple,26,18,12.206072645530224,5.0,0.2,1.0
simple,26,19,12.206072645530224,5.0,0.2,1.0
simple,26,20,12.206072645530224,5.0,0.2,1.0
simple,26,21,12.206072645530224,5.0,0.2,1.0
simple,26,22,12.611537753638371,5.0,0.2,1.0
simple,26,23,12.611537753638371,5.0,0.2,1.0
simple,26,24,12.611571086416161,5.0,0.2,1.0
simple,26,25,12.611571086416161,5.0,0.2,1.0
simple,26,26,12.611571086416161,5.0,0.2,1.0
simple,26,27,12.611571086416161,5.0,0.2,1.0
simple,26,28,12.611571086416161,5.0,0.2,1.0
simple,26,29,12.611571086416161,5.0,0.2,1.0
simple,26,30,12.899244825777648,5.0,0.2,1.0
simple,26,31,12.899244825777648,5.0,0.2,1.0
simple,26,32,12.899269824840186,5.0,0.2,1.0
simple,26,33,12.899269824840186,5.0,0.2,1.0
simple,26,34,12.899294823277785,5.0,0.2,1.0
simple,26,35,12.899297323087174,5.0,0.2,1.0
simple,26,36,12.899299822890315,5.0,0.2,1.0
simple,26,37,12.899299822890315,5.0,0.2,1.0
simple,26,38,12.899299822890315,5.0,0.2,1.0
simple,26,39,12.899299822890315,5.0,0.2,1.0
simple,27,0,-18.420680743952367,1.0,0.25,0.65
simple,27,1,-18.420680743952367,2.0,0.5,0.5
simple,27,2,-18.420680743952367,3.0,0.2,1.0
simple,27,3,-18.420680743952367,4.0,0.8,0.4
simple,27,4,-18.420680743952367,5.0,0.31666666666666665,0.5833333333333334
simple,27,5,11.512925464970328,5.0,0.3,0.7
simple,27,6,11.512925464970328,5.0,0.8,0.4
simple,27,7,11.512925464970328,5.0,0.2,1.0
simple,27,8,11.512925464970328,5.0,0.2,1.0
simple,27,9,11.512925464970328,5.0,0.2,1.0
simple,27,10,11.512925464970328,5.0,0.2,1.0
simple,27,11,11.512925464970328,5.0,0.2,1.0
simple,27,12,12.206072645530224,5.0,0.2,1.0
simple,27,13,12.206072645530224,5.0,0.2,1.0
simple,27,14,12.206072645530224,5.0,0.2,1.0
simple,27,15,12.206072645530224,5.0,0.2,1.0
simple,27,16,12.206072645530224,5.0,0.2,1.0
simple,27,17,12.206072645530224,5.0,0.2,1.0
simple,27,18,12.611537753638371,5.0,0.2,1.0
simple,27,19,12.611537753638371,5.0,0.2,1.0
simple,27,20,12.611537753638371,5.0,0.2,1.0
simple,27,21,12.611537753638371,5.0,0.2,1.0
simple,27,22,12.611537753638371,5.0,0.2,1.0
simple,27,23,12.611537753638371,5.0,0.2,1.0
simple,27,24,12.899219826090144,5.0,0.2,1.0
simple,27,25,12.899219826090144,5.0,0.2,1.0
simple,27,26,12.899244825777648,5.0,0.2,1.0
simple,27,27,12.899244825777648,5.0,0.2,1.0
simple,27,28,12.899269824840186,5.0,0.2,1.0
simple,27,29,12.899269824840186,5.0,0.2,1.0
simple,27,30,12.899294823277785,5.0,0.2,1.0
simple,27,31,12.899294823277785,5.0,0.2,1.0
simple,27,32,12.899319821090478,5.0,0.2,1.0
simple,27,33,12.899319821090478,5.0,0.2,1.0
simple,27,34,12.899319821090478,5.0,0.2,1.0
simple,27,35,12.899319821090478,5.0,0.2,1.0
simple,27,36,12.899319821090478,5.0,0.2,1.0
simple,27,37,12.899319821090478,5.0,0.2,1.0
simple,27,38,12.899319821090478,5.0,0.2,1.0
simple,27,39,12.899319821090478,5.0,0.2,1.0
simple,28,0,-18.420680743952367,0.0,0.35,0.45
simple,28,1,-18.420680743952367,0.0,0.05,0.75
simple,28,2,-18.420680743952367,1.0,0.25,0.65
simple,28,3,2.302585093994046,1.0,0.025,0.825
simple,28,4,2.302585093994046,1.0,0.2,1.0
simple,28,5,2.995732274053991,1.0,0.25,0.65
simple,28,6,2.995732274053991,1.0,0.2,1.0
simple,28,7,2.995732274053991,2.0,0.25,0.65
simple,28,8,2.995732274053991,3.0,0.2,1.0
simple,28,9,2.995732274053991,4.0,0.25,0.65
simple,28,10,2.995732274053991,5.0,0.2,1.0
simple,28,11,11.513125444972994,5.0,0.2,1.0
simple,28,12,11.513125444972994,5.0,0.2,1.0
simple,28,13,11.513125444972994,5.0,0.2,1.0
simple,28,14,11.513125444972994,5.0,0.2,1.0
simple,28,15,11.513125444972994,5.0,0.2,1.0
simple,28,16,11.513125444972994,5.0,0.2,1.0
simple,28,17,12.206172640530557,5.0,0.2,1.0
simple,28,18,12.206172640530557,5.0,0.2,1.0
simple,28,19,12.206222634281348,5.0,0.2,1.0
simple,28,20,12.206222634281348,5.0,0.2,1.0
simple,28,21,12.206222634281348,5.0,0.2,1.0
simple,28,22,12.206222634281348,5.0,0.2,1.0
simple,28,23,12.206222634281348,5.0,0.2,1.0
simple,28,24,12.206222634281348,5.0,0.2,1.0
simple,28,25,12.611637748638705,5.0,0.2,1.0
simple,28,26,12.611637748638705,5.0,0.2,1.0
simple,28,27,12.611671078083607,5.0,0.2,1.0
simple,28,28,12.611671078083607,5.0,0.2,1.0
simple,28,29,12.611671078083607,5.0,0.2,1.0
simple,28,30,12.611671078083607,5.0,0.2,1.0
simple,28,31,12.614998425267352,5.0,0.2,1.0
simple,28,32,12.615001747079534,5.0,0.2,1.0
simple,28,33,12.61500506888068,5.0,0.2,1.0
simple,28,34,12.61500506888068,5.0,0.2,1.0
simple,28,35,12.61500506888068,5.0,0.2,1.0
simple,28,36,12.61500506888068,5.0,0.2,1.0
simple,28,37,12.61500506888068,5.0,0.2,1.0
simple,28,38,12.61500506888068,5.0,0.2,1.0
simple,28,39,12.61500506888068,5.0,0.2,1.0
simple,29,0,-18.420680743952367,0.0,0.2,0.7
simple,29,1,-18.420680743952367,0.0,0.2,0.6
simple,29,2,-18.420680743952367,1.0,0.2,1.0
simple,29,3,-18.420680743952367,1.0,0.1,0.8
simple,29,4,-18.420680743952367,2.0,0.05,0.85
simple,29,5,-18.420680743952367,3.0,0.2,1.0
simple,29,6,6.907755278992137,3.0,0.05,0.75
simple,29,7,6.907755278992137,3.0,0.31666666666666665,0.6166666666666667
simple,29,8,6.907755278992137,3.0,0.05,0.775
simple,29,9,6.907755278992137,3.0,0.025,0.775
simple,29,10,6.907755278992137,3.0,0.2,1.0
simple,29,11,6.907755278992137,3.0,0.2,1.0
simple,29,12,6.907755278992137,4.0,0.2,1.0
simple,29,13,6.907755278992137,5.0,0.18333333333333332,0.7166666666666667
simple,29,14,11.522875795823495,5.0,0.2,1.0
simple,29,15,11.522875795823495,5.0,0.2,1.0
simple,29,16,11.522875795823495,5.0,0.2,1.0
simple,29,17,11.522875795823495,5.0,0.2,1.0
simple,29,18,11.532728092266506,5.0,0.2,1.0
simple,29,19,11.532728092266506,5.0,0.2,1.0
simple,29,20,11.532826126676662,5.0,0.2,1.0
simple,29,21,11.532826126676662,5.0,0.2,1.0
simple,29,22,11.532826126676662,5.0,0.2,1.0
simple,29,23,11.532826126676662,5.0,0.2,1.0
simple,29,24,11.532826126676662,5.0,0.2,1.0
simple,29,25,11.532826126676662,5.0,0.2,1.0
simple,29,26,12.216072480108556,5.0,0.2,1.0
simple,29,27,12.216072480108556,5.0,0.2,1.0
simple,29,28,12.216121981383225,5.0,0.2,1.0
simple,29,29,12.216121981383225,5.0,0.2,1.0
simple,29,30,12.216121981383225,5.0,0.2,1.0
simple,29,31,12.216121981383225,5.0,0.2,1.0
simple,29,32,12.216121981383225,5.0,0.2,1.0
simple,29,33,12.216121981383225,5.0,0.2,1.0
simple,29,34,12.618248519329814,5.0,0.2,1.0
simple,29,35,12.618248519329814,5.0,0.2,1.0
simple,29,36,12.618281629171717,5.0,0.2,1.0
simple,29,37,12.618281629171717,5.0,0.2,1.0
simple,29,38,12.618281629171717,5.0,0.2,1.0
simple,29,39,12.618281629171717,5.0,0.2,1.0
simple,30,0,-18.420680743952367,1.0,0.5,0.5
simple,30,1,-18.420680743952367,2.0,0.2,1.0
simple,30,2,-18.420680743952367,3.0,0.43333333333333335,0.5666666666666667
simple,30,3,-18.420680743952367,4.0,0.8,0.4
simple,30,4,-18.420680743952367,5.0,0.1,0.9
simple,30,5,11.512925464970328,5.0,0.8,0.4
simple,30,6,11.512925464970328,5.0,0.2,1.0
simple,30,7,11.513025459970661,5.0,0.2,1.0
simple,30,8,11.513025459970661,5.0,0.2,1.0
simple,30,9,11.513025459970661,5.0,0.8,0.4
simple,30,10,11.513025459970661,5.0,0.2,1.0
simple,30,11,11.513025459970661,5.0,0.2,1.0
simple,30,12,11.513025459970661,5.0,0.2,1.0
simple,30,13,11.513025459970661,5.0,0.2,1.0
simple,30,14,12.206122644280265,5.0,0.2,1.0
simple,30,15,12.206122644280265,5.0,0.2,1.0
simple,30,16,12.206122644280265,5.0,0.2,1.0
simple,30,17,12.206122644280265,5.0,0.2,1.0
simple,30,18,12.206122644280265,5.0,0.2,1.0
simple,30,19,12.206122644280265,5.0,0.2,1.0
simple,30,20,12.611571086416161,5.0,0.2,1.0
simple,30,21,12.611571086416161,5.0,0.2,1.0
simple,30,22,12.611571086416161,5.0,0.2,1.0
simple,30,23,12.611571086416161,5.0,0.2,1.0
simple,30,24,12.611571086416161,5.0,0.2,1.0
simple,30,25,12.611571086416161,5.0,0.2,1.0
simple,30,26,12.899244825777648,5.0,0.2,1.0
simple,30,27,12.899244825777648,5.0,0.2,1.0
simple,30,28,12.899269824840186,5.0,0.2,1.0
simple,30,29,12.899269824840186,5.0,0.2,1.0
simple,30,30,12.899294823277785,5.0,0.2,1.0
simple,30,31,12.899294823277785,5.0,0.2,1.0
simple,30,32,12.899319821090478,5.0,0.2,1.0
simple,30,33,12.899319821090478,5.0,0.2,1.0
simple,30,34,12.899319821090478,5.0,0.2,1.0
simple,30,35,12.899319821090478,5.0,0.2,1.0
simple,30,36,12.899319821090478,5.0,0.2,1.0
simple,30,37,12.899319821090478,5.0,0.2,1.0
simple,30,38,12.899319821090478,5.0,0.2,1.0
simple,30,39,12.899319821090478,5.0,0.2,1.0
simple,31,0,-18.420680743952367,0.0,0.2,0.6
simple,31,1,-18.420680743952367,0.0,0.6,0.2
simple,31,2,-18.420680743952367,1.0,0.06666666666666667,0.8666666666666667
simple,31,3,-18.420680743952367,2.0,0.2,1.0
simple,31,4,-18.420680743952367,3.0,0.2,1.0
simple,31,5,-18.420680743952367,4.0,0.2,1.0
simple,31,6,-18.420680743952367,5.0,0.31666666666666665,0.5833333333333334
simple,31,7,11.512925464970328,5.0,0.2,1.0
simple,31,8,11.512925464970328,5.0,0.2,1.0
simple,31,9,11.512925464970328,5.0,0.2,1.0
simple,31,10,11.512925464970328,5.0,0.2,1.0
simple,31,11,11.512925464970328,5.0,0.2,1.0
simple,31,12,11.512925464970328,5.0,0.2,1.0
simple,31,13,12.206072645530224,5.0,0.2,1.0
simple,31,14,12.206072645530224,5.0,0.2,1.0
simple,31,15,12.206072645530224,5.0,0.2,1.0
simple,31,16,12.206072645530224,5.0,0.2,1.0
simple,31,17,12.206072645530224,5.0,0.2,1.0
simple,31,18,12.206072645530224,5.0,0.2,1.0
simple,31,19,12.611537753638371,5.0,0.2,1.0
simple,31,20,12.611537753638371,5.0,0.2,1.0
simple,31,21,12.611571086416161,5.0,0.2,1.0
simple,31,22,12.611571086416161,5.0,0.2,1.0
simple,31,23,12.611571086416161,5.0,0.2,1.0
simple,31,24,12.611571086416161,5.0,0.2,1.0
simple,31,25,12.611571086416161,5.0,0.2,1.0
simple,31,26,12.611571086416161,5.0,0.2,1.0
simple,31,27,12.899244825777648,5.0,0.2,1.0
simple,31,28,12.899244825777648,5.0,0.2,1.0
simple,31,29,12.899269824840186,5.0,0.2,1.0
simple,31,30,12.899269824840186,5.0,0.2,1.0
simple,31,31,12.899294823277785,5.0,0.2,1.0
simple,31,32,12.899297323087174,5.0,0.2,1.0
simple,31,33,12.899299822890315,5.0,0.2,1.0
simple,31,34,12.899299822890315,5.0,0.2,1.0
simple,31,35,12.899299822890315,5.0,0.2,1.0
simple,31,36,12.899299822890315,5.0,0.2,1.0
simple,31,37,12.899299822890315,5.0,0.2,1.0
simple,31,38,12.899299822890315,5.0,0.2,1.0
simple,31,39,12.899299822890315,5.0,0.2,1.0
simple,32,0,-18.420680743952367,0.0,0.25,0.65
simple,32,1,-18.420680743952367,1.0,0.2,1.0
simple,32,2,-18.420680743952367,2.0,0.15833333333333333,0.6916666666666667
simple,32,3,4.605170186088091,2.0,0.0125,0.8125
simple,32,4,4.605170186088091,2.0,0.2,1.0
simple,32,5,4.605170186088091,2.0,0.2,1.0
simple,32,6,4.605170186088091,3.0,0.2,1.0
simple,32,7,4.605170186088091,4.0,0.2,1.0
simple,32,8,4.605170186088091,5.0,0.2,1.0
simple,32,9,11.513924965303412,5.0,0.2,1.0
simple,32,10,11.513924965303412,5.0,0.2,1.0
simple,32,11,11.513924965303412,5.0,0.2,1.0
simple,32,12,11.513924965303412,5.0,0.2,1.0
simple,32,13,11.513924965303412,5.0,0.2,1.0
simple,32,14,11.609144322710861,5.0,0.2,1.0
simple,32,15,11.609144322710861,5.0,0.2,1.0
simple,32,16,11.609144322710861,5.0,0.2,1.0
simple,32,17,11.609144322710861,5.0,0.2,1.0
simple,32,18,11.609144322710861,5.0,0.2,1.0
simple,32,19,11.609144322710861,5.0,0.2,1.0
simple,32,20,12.25533888683314,5.0,0.2,1.0
simple,32,21,12.25533888683314,5.0,0.2,1.0
simple,32,22,12.255386482083143,5.0,0.2,1.0
simple,32,23,12.255386482083143,5.0,0.2,1.0
simple,32,24,12.255434075067946,5.0,0.2,1.0
simple,32,25,12.255434075067946,5.0,0.2,1.0
simple,32,26,12.255434075067946,5.0,0.2,1.0
simple,32,27,12.255434075067946,5.0,0.2,1.0
simple,32,28,12.255434075067946,5.0,0.2,1.0
simple,32,29,12.255434075067946,5.0,0.2,1.0
simple,32,30,12.644714598332927,5.0,0.2,1.0
simple,32,31,12.644714598332927,5.0,0.2,1.0
simple,32,32,12.644746843395405,5.0,0.2,1.0
simple,32,33,12.644746843395405,5.0,0.2,1.0
simple,32,34,12.644746843395405,5.0,0.2,1.0
simple,32,35,12.644746843395405,5.0,0.2,1.0
simple,32,36,12.644746843395405,5.0,0.2,1.0
simple,32,37,12.644746843395405,5.0,0.2,1.0
simple,32,38,12.644746843395405,5.0,0.2,1.0
simple,32,39,12.644746843395405,5.0,0.2,1.0
simple,33,0,-18.420680743952367,1.0,0.2,1.0
simple,33,1,-18.420680743952367,2.0,0.2,1.0
simple,33,2,-18.420680743952367,2.0,0.25,0.65
simple,33,3,-18.420680743952367,3.0,0.8,0.4
simple,33,4,6.907755278992137,3.0,0.03333333333333333,0.7833333333333333
simple,33,5,6.907755278992137,3.0,0.8,0.4
simple,33,6,6.907755278992137,3.0,0.8,0.4
simple,33,7,6.907755278992137,3.0,0.2,1.0
simple,33,8,7.600902459547083,3.0,0.2,1.0
simple,33,9,7.600902459547083,3.0,0.05,0.85
simple,33,10,7.600902459547083,3.0,0.2,1.0
simple,33,11,7.600902459547083,3.0,0.2,1.0
simple,33,12,7.600902459547083,4.0,0.2,1.0
simple,33,13,7.600902459547083,4.0,0.8,0.4
simple,33,14,7.600902459547083,5.0,0.2,1.0
simple,33,15,11.532728092266506,5.0,0.2,1.0
simple,33,16,11.532728092266506,5.0,0.2,1.0
simple,33,17,11.532728092266506,5.0,0.2,1.0
simple,33,18,11.532728092266506,5.0,0.2,1.0
simple,33,19,11.532728092266506,5.0,0.2,1.0
simple,33,20,11.532728092266506,5.0,0.2,1.0
simple,33,21,12.21602297638339,5.0,0.2,1.0
simple,33,22,12.21602297638339,5.0,0.2,1.0
simple,33,23,12.216072480108556,5.0,0.2,1.0
simple,33,24,12.216072480108556,5.0,0.2,1.0
simple,33,25,12.216072480108556,5.0,0.2,1.0
simple,33,26,12.216072480108556,5.0,0.2,1.0
simple,33,27,12.216072480108556,5.0,0.2,1.0
simple,33,28,12.216072480108556,5.0,0.2,1.0
simple,33,29,12.618215408391611,5.0,0.2,1.0
simple,33,30,12.618215408391611,5.0,0.2,1.0
simple,33,31,12.618248519329814,5.0,0.2,1.0
simple,33,32,12.618248519329814,5.0,0.2,1.0
simple,33,33,12.618281629171717,5.0,0.2,1.0
simple,33,34,12.618281629171717,5.0,0.2,1.0
simple,33,35,12.618281629171717,5.0,0.2,1.0
simple,33,36,12.618281629171717,5.0,0.2,1.0
simple,33,37,12.618281629171717,5.0,0.2,1.0
simple,33,38,12.618281629171717,5.0,0.2,1.0
simple,33,39,12.618281629171717,5.0,0.2,1.0
simple,34,0,-18.420680743952367,0.0,0.8,0.0
simple,34,1,-18.420680743952367,0.0,0.15,0.65
simple,34,2,-18.420680743952367,0.0,0.25,0.65
simple,34,3,-18.420680743952367,0.0,0.016666666666666666,0.7916666666666666
simple,34,4,-18.420680743952367,0.0,0.2,0.6
simple,34,5,-18.420680743952367,1.0,0.2,1.0
simple,34,6,2.302585093994046,1.0,0.05,0.85
simple,34,7,2.302585093994046,1.0,0.13333333333333333,0.6666666666666666
simple,34,8,2.302585093994046,1.0,0.2,1.0
simple,34,9,2.302585093994046,2.0,0.2,1.0
simple,34,10,2.302585093994046,3.0,0.08333333333333333,0.8833333333333333
simple,34,11,2.302585093994046,4.0,0.2,1.0
simple,34,12,2.302585093994046,5.0,0.2,1.0
simple,34,13,11.513025459970661,5.0,0.2,1.0
simple,34,14,11.513025459970661,5.0,0.2,1.0
simple,34,15,11.513125444972994,5.0,0.2,1.0
simple,34,16,11.513125444972994,5.0,0.2,1.0
simple,34,17,11.513125444972994,5.0,0.2,1.0
simple,34,18,11.513125444972994,5.0,0.2,1.0
simple,34,19,11.513125444972994,5.0,0.2,1.0
simple,34,20,11.513125444972994,5.0,0.2,1.0
simple,34,21,12.206172640530557,5.0,0.2,1.0
simple,34,22,12.206172640530557,5.0,0.2,1.0
simple,34,23,12.206222634281348,5.0,0.2,1.0
simple,34,24,12.206222634281348,5.0,0.2,1.0
simple,34,25,12.206222634281348,5.0,0.2,1.0
simple,34,26,12.206222634281348,5.0,0.2,1.0
simple,34,27,12.206222634281348,5.0,0.2,1.0
simple,34,28,12.206222634281348,5.0,0.2,1.0
simple,34,29,12.611637748638705,5.0,0.2,1.0
simple,34,30,12.611637748638705,5.0,0.2,1.0
simple,34,31,12.611637748638705,5.0,0.2,1.0
simple,34,32,12.611637748638705,5.0,0.2,1.0
simple,34,33,12.611637748638705,5.0,0.2,1.0
simple,34,34,12.64442434597259,5.0,0.2,1.0
simple,34,35,12.64442434597259,5.0,0.2,1.0
simple,34,36,12.64445660039548,5.0,0.2,1.0
simple,34,37,12.644459825780551,5.0,0.2,1.0
simple,34,38,12.644459825780551,5.0,0.2,1.0
simple,34,39,12.644459825780551,5.0,0.2,1.0
simple,35,0,-18.420680743952367,1.0,0.25,0.65
simple,35,1,-18.420680743952367,2.0,0.18333333333333332,0.6833333333333333
simple,35,2,-18.420680743952367,3.0,0.25,0.65
simple,35,3,6.907755278992137,3.0,0.058333333333333334,0.775
simple,35,4,6.907755278992137,3.0,0.8,0.4
simple,35,5,6.907755278992137,3.0,0.2,1.0
simple,35,6,6.907755278992137,3.0,0.38333333333333336,0.5166666666666667
simple,35,7,6.907755278992137,3.0,0.2,0.7
simple,35,8,6.907755278992137,3.0,0.2,1.0
simple,35,9,6.907755278992137,3.0,0.2,1.0
simple,35,10,6.907755278992137,4.0,0.2,1.0
simple,35,11,6.907755278992137,5.0,0.2,1.0
simple,35,12,11.522875795823495,5.0,0.2,1.0
simple,35,13,11.522875795823495,5.0,0.2,1.0
simple,35,14,11.522875795823495,5.0,0.2,1.0
simple,35,15,11.522875795823495,5.0,0.2,1.0
simple,35,16,11.522875795823495,5.0,0.2,1.0
simple,35,17,11.522875795823495,5.0,0.2,1.0
simple,35,18,12.211060187041262,5.0,0.2,1.0
simple,35,19,12.211060187041262,5.0,0.2,1.0
simple,35,20,12.211060187041262,5.0,0.2,1.0
simple,35,21,12.211060187041262,5.0,0.2,1.0
simple,35,22,12.211060187041262,5.0,0.2,1.0
simple,35,23,12.211060187041262,5.0,0.2,1.0
simple,35,24,12.614865543731046,5.0,0.2,1.0
simple,35,25,12.614865543731046,5.0,0.2,1.0
simple,35,26,12.61489876577055,5.0,0.2,1.0
simple,35,27,12.61489876577055,5.0,0.2,1.0
simple,35,28,12.61489876577055,5.0,0.2,1.0
simple,35,29,12.61489876577055,5.0,0.2,1.0
simple,35,30,12.618215408391611,5.0,0.2,1.0
simple,35,31,12.618215408391611,5.0,0.2,1.0
simple,35,32,12.618248519329814,5.0,0.2,1.0
simple,35,33,12.618251830363336,5.0,0.2,1.0
simple,35,34,12.618255141385896,5.0,0.2,1.0
simple,35,35,12.618255141385896,5.0,0.2,1.0
simple,35,36,12.618255141385896,5.0,0.2,1.0
simple,35,37,12.618255141385896,5.0,0.2,1.0
simple,35,38,12.618255141385896,5.0,0.2,1.0
simple,35,39,12.618255141385896,5.0,0.2,1.0
simple,36,0,-18.420680743952367,1.0,0.1,0.9
simple,36,1,-18.420680743952367,1.0,0.18333333333333332,0.7166666666666667
simple,36,2,2.302585093994046,1.0,0.25,0.65
simple,36,3,2.302585093994046,1.0,0.2,1.0
simple,36,4,2.302585093994046,1.0,0.8,0.4
simple,36,5,2.302585093994046,2.0,0.2,1.0
simple,36,6,2.302585093994046,3.0,0.2,1.0
simple,36,7,2.302585093994046,4.0,0.2,1.0
simple,36,8,2.302585093994046,5.0,0.2,1.0
simple,36,9,11.513025459970661,5.0,0.2,1.0
simple,36,10,11.513025459970661,5.0,0.2,1.0
simple,36,11,11.513025459970661,5.0,0.2,1.0
simple,36,12,11.513025459970661,5.0,0.2,1.0
simple,36,13,11.513025459970661,5.0,0.2,1.0
simple,36,14,11.608326549733572,5.0,0.2,1.0
simple,36,15,11.608326549733572,5.0,0.2,1.0
simple,36,16,11.608326549733572,5.0,0.2,1.0
simple,36,17,11.608326549733572,5.0,0.2,1.0
simple,36,18,11.608326549733572,5.0,0.2,1.0
simple,36,19,11.608326549733572,5.0,0.2,1.0
simple,36,20,12.254910427613522,5.0,0.2,1.0
simple,36,21,12.254910427613522,5.0,0.2,1.0
simple,36,22,12.254910427613522,5.0,0.2,1.0
simple,36,23,12.254910427613522,5.0,0.2,1.0
simple,36,24,12.254910427613522,5.0,0.2,1.0
simple,36,25,12.254910427613522,5.0,0.2,1.0
simple,36,26,12.644359834005597,5.0,0.2,1.0
simple,36,27,12.644359834005597,5.0,0.2,1.0
simple,36,28,12.644392090509317,5.0,0.2,1.0
simple,36,29,12.644392090509317,5.0,0.2,1.0
simple,36,30,12.64442434597259,5.0,0.2,1.0
simple,36,31,12.644427571461694,5.0,0.2,1.0
simple,36,32,12.644430796940396,5.0,0.2,1.0
simple,36,33,12.644434022408694,5.0,0.2,1.0
simple,36,34,12.644434022408694,5.0,0.2,1.0
simple,36,35,12.644434022408694,5.0,0.2,1.0
simple,36,36,12.644434022408694,5.0,0.2,1.0
simple,36,37,12.644434022408694,5.0,0.2,1.0
simple,36,38,12.644434022408694,5.0,0.2,1.0
simple,36,39,12.644434022408694,5.0,0.2,1.0
simple,37,0,-18.420680743952367,0.0,0.016666666666666666,0.7833333333333333
simple,37,1,-18.420680743952367,0.0,0.43333333333333335,0.5333333333333333
simple,37,2,-18.420680743952367,1.0,0.2,1.0
simple,37,3,-18.420680743952367,1.0,0.5,0.5
simple,37,4,2.302585093994046,1.0,0.05,0.75
simple,37,5,2.302585093994046,1.0,0.05,0.85
simple,37,6,2.995732274053991,1.0,0.1,0.7
simple,37,7,2.995732274053991,1.0,0.07916666666666666,0.7541666666666667
simple,37,8,2.995732274053991,1.0,0.05,0.85
simple,37,9,2.995732274053991,2.0,0.2,1.0
simple,37,10,2.995732274053991,3.0,0.18333333333333332,0.7166666666666667
simple,37,11,2.995732274053991,3.0,0.25,0.65
simple,37,12,6.92755790628812,3.0,0.06666666666666667,0.8666666666666667
simple,37,13,6.92755790628812,3.0,0.2,1.0
simple,37,14,6.93731408123339,3.0,0.11666666666666667,0.7833333333333333
simple,37,15,6.93731408123339,3.0,0.13333333333333333,0.7333333333333333
simple,37,16,6.93731408123339,3.0,0.2,1.0
simple,37,17,6.93731408123339,3.0,0.2,1.0
simple,37,18,6.93731408123339,4.0,0.2,1.0
simple,37,19,6.93731408123339,5.0,0.2,1.0
simple,37,20,11.523172781421877,5.0,0.2,1.0
simple,37,21,11.523172781421877,5.0,0.2,1.0
simple,37,22,11.523172781421877,5.0,0.2,1.0
simple,37,23,11.523172781421877,5.0,0.2,1.0
simple,37,24,11.523172781421877,5.0,0.2,1.0
simple,37,25,11.523172781421877,5.0,0.2,1.0
simple,37,26,12.211209429635376,5.0,0.2,1.0
simple,37,27,12.211209429635376,5.0,0.2,1.0
simple,37,28,12.211209429635376,5.0,0.2,1.0
simple,37,29,12.211209429635376,5.0,0.2,1.0
simple,37,30,12.216171480207638,5.0,0.2,1.0
simple,37,31,12.216171480207638,5.0,0.2,1.0
simple,37,32,12.216171480207638,5.0,0.2,1.0
simple,37,33,12.216171480207638,5.0,0.2,1.0
simple,37,34,12.221109030356336,5.0,0.2,1.0
simple,37,35,12.221109030356336,5.0,0.2,1.0
simple,37,36,12.221158282948263,5.0,0.2,1.0
simple,37,37,12.221158282948263,5.0,0.2,1.0
simple,37,38,12.221158282948263,5.0,0.2,1.0
simple,37,39,12.221158282948263,5.0,0.2,1.0
simple,38,0,-18.420680743952367,1.0,0.2,1.0
simple,38,1,2.302585093994046,1.0,0.03333333333333333,0.8333333333333334
simple,38,2,2.302585093994046,1.0,0.25,0.65
simple,38,3,2.302585093994046,1.0,0.0125,0.7875
simple,38,4,2.302585093994046,1.0,0.13333333333333333,0.7333333333333333
simple,38,5,2.302585093994046,1.0,0.3,0.7
