condition,seed,action,log_cum_rewards,highest_levels,epi_probs,recover_rate
simple,7,28,12.216072480108556,5.0,0.2,1.0
simple,7,29,12.216072480108556,5.0,0.2,1.0
simple,7,30,12.618215408391611,5.0,0.2,1.0
simple,7,31,12.618215408391611,5.0,0.2,1.0
simple,7,32,12.618248519329814,5.0,0.2,1.0
simple,7,33,12.618248519329814,5.0,0.2,1.0
simple,7,34,12.618281629171717,5.0,0.2,1.0
simple,7,35,12.618281629171717,5.0,0.2,1.0
simple,7,36,12.618281629171717,5.0,0.2,1.0
simple,7,37,12.618281629171717,5.0,0.2,1.0
simple,7,38,12.618281629171717,5.0,0.2,1.0
simple,7,39,12.618281629171717,5.0,0.2,1.0
simple,8,0,-18.420680743952367,1.0,0.08333333333333333,0.8833333333333333
simple,8,1,2.302585093994046,1.0,0.05,0.85
simple,8,2,2.302585093994046,1.0,0.05,0.85
simple,8,3,2.302585093994046,1.0,0.8,0.4
simple,8,4,2.995732274053991,1.0,0.0,0.8
simple,8,5,2.995732274053991,1.0,0.2,1.0
simple,8,6,2.995732274053991,1.0,0.45,0.45
simple,8,7,2.995732274053991,2.0,0.2,1.0
simple,8,8,4.787491742865379,2.0,0.26666666666666666,0.5333333333333333
simple,8,9,4.787491742865379,2.0,0.2,1.0
simple,8,10,4.787491742865379,2.0,0.2,1.0
simple,8,11,4.787491742865379,3.0,0.2,1.0
simple,8,12,4.787491742865379,4.0,0.31666666666666665,0.5833333333333334
simple,8,13,4.787491742865379,5.0,0.2,1.0
simple,8,14,11.51412474554581,5.0,0.2,1.0
simple,8,15,11.51412474554581,5.0,0.2,1.0
simple,8,16,11.51412474554581,5.0,0.2,1.0
simple,8,17,11.51412474554581,5.0,0.2,1.0
simple,8,18,11.51412474554581,5.0,0.2,1.0
simple,8,19,11.51412474554581,5.0,0.2,1.0
simple,8,20,12.20667246560219,5.0,0.2,1.0
simple,8,21,12.20667246560219,5.0,0.2,1.0
simple,8,22,12.20667246560219,5.0,0.2,1.0
simple,8,23,12.20667246560219,5.0,0.2,1.0
simple,8,24,12.20667246560219,5.0,0.2,1.0
simple,8,25,12.20667246560219,5.0,0.2,1.0
simple,8,26,12.611937673659698,5.0,0.2,1.0
simple,8,27,12.611937673659698,5.0,0.2,1.0
simple,8,28,12.61197099310993,5.0,0.2,1.0
simple,8,29,12.61197099310993,5.0,0.2,1.0
simple,8,30,12.61197099310993,5.0,0.2,1.0
simple,8,31,12.612304126566272,5.0,0.2,1.0
simple,8,32,12.612307457340462,5.0,0.2,1.0
simple,8,33,12.612310788103557,5.0,0.2,1.0
simple,8,34,12.612310788103557,5.0,0.2,1.0
simple,8,35,12.612310788103557,5.0,0.2,1.0
simple,8,36,12.612310788103557,5.0,0.2,1.0
simple,8,37,12.612310788103557,5.0,0.2,1.0
simple,8,38,12.612310788103557,5.0,0.2,1.0
simple,8,39,12.612310788103557,5.0,0.2,1.0
simple,9,0,-18.420680743952367,0.0,0.8,0.0
simple,9,1,-18.420680743952367,0.0,0.25,0.65
simple,9,2,-18.420680743952367,0.0,0.2,0.7
simple,9,3,-18.420680743952367,0.0,0.2,0.6
simple,9,4,-18.420680743952367,0.0,0.06666666666666667,0.7666666666666667
simple,9,5,-18.420680743952367,0.0,0.05,0.75
simple,9,6,-18.420680743952367,0.0,0.06666666666666667,0.7333333333333333
simple,9,7,9.999999889225291e-09,0.0,0.0,0.8
simple,9,8,9.999999889225291e-09,1.0,0.025,0.7916666666666666
simple,9,9,9.999999889225291e-09,2.0,0.2,1.0
simple,9,10,9.999999889225291e-09,3.0,0.2,1.0
simple,9,11,6.908754779325211,3.0,0.25,0.65
simple,9,12,6.908754779325211,3.0,0.016666666666666666,0.8166666666666667
simple,9,13,6.908754779325211,3.0,0.2,1.0
simple,9,14,7.003974136731762,3.0,0.0,0.8
simple,9,15,7.003974136731762,3.0,0.016666666666666666,0.7916666666666666
simple,9,16,7.003974136731762,3.0,0.2,1.0
simple,9,17,7.003974136731762,3.0,0.2,1.0
simple,9,18,7.003974136731762,3.0,0.2,1.0
simple,9,19,7.003974136731762,4.0,0.06666666666666667,0.8666666666666667
simple,9,20,7.003974136731762,5.0,0.2,1.0
simple,9,21,11.523875296156579,5.0,0.25,0.75
simple,9,22,11.523875296156579,5.0,0.2,1.0
simple,9,23,11.523875296156579,5.0,0.2,1.0
simple,9,24,11.523875296156579,5.0,0.2,1.0
simple,9,25,11.523875296156579,5.0,0.2,1.0
simple,9,26,11.618194976487393,5.0,0.2,1.0
simple,9,27,11.618194976487393,5.0,0.31666666666666665,0.5833333333333334
simple,9,28,11.618194976487393,5.0,0.2,1.0
simple,9,29,11.618194976487393,5.0,0.2,1.0
simple,9,30,11.61909465356403,5.0,0.2,1.0
simple,9,31,11.61909465356403,5.0,0.2,1.0
simple,9,32,11.61909465356403,5.0,0.2,1.0
simple,9,33,11.61909465356403,5.0,0.2,1.0
simple,9,34,11.61909465356403,5.0,0.2,1.0
simple,9,35,11.61909465356403,5.0,0.2,1.0
simple,9,36,12.260565565651566,5.0,0.2,1.0
simple,9,37,12.260565565651566,5.0,0.2,1.0
simple,9,38,12.260612912791334,5.0,0.2,1.0
simple,9,39,12.260617647382018,5.0,0.2,1.0
simple,10,0,-18.420680743952367,1.0,0.31666666666666665,0.5833333333333334
simple,10,1,-18.420680743952367,1.0,0.8,0.0
simple,10,2,2.302585093994046,1.0,0.13333333333333333,0.7333333333333333
simple,10,3,2.302585093994046,1.0,0.06666666666666667,0.8666666666666667
simple,10,4,2.302585093994046,1.0,0.8,0.4
simple,10,5,2.995732274053991,1.0,0.25,0.65
simple,10,6,2.995732274053991,1.0,0.2,1.0
simple,10,7,3.401197381995489,1.0,0.0,0.8
simple,10,8,3.401197381995489,1.0,0.06666666666666667,0.8666666666666667
simple,10,9,3.6888794543639363,1.0,0.25,0.65
simple,10,10,3.6888794543639363,1.0,0.2,1.0
simple,10,11,3.6888794543639363,1.0,0.1,0.7
simple,10,12,3.6888794543639363,1.0,0.43333333333333335,0.5666666666666667
simple,10,13,3.912023005628146,1.0,0.2,1.0
simple,10,14,3.912023005628146,1.0,0.05,0.75
simple,10,15,3.912023005628146,1.0,0.2,1.0
simple,10,16,3.912023005628146,1.0,0.1,0.7
simple,10,17,3.912023005628146,2.0,0.2,0.7
simple,10,18,3.912023005628146,3.0,0.2,1.0
simple,10,19,3.912023005628146,4.0,0.2,1.0
simple,10,20,3.912023005628146,5.0,0.2,1.0
simple,10,21,11.51342534001198,5.0,0.2,1.0
simple,10,22,11.51342534001198,5.0,0.2,1.0
simple,10,23,11.51342534001198,5.0,0.2,1.0
simple,10,24,11.51342534001198,5.0,0.2,1.0
simple,10,25,11.51342534001198,5.0,0.2,1.0
simple,10,26,11.51342534001198,5.0,0.2,1.0
simple,10,27,12.206322614285432,5.0,0.2,1.0
simple,10,28,12.206322614285432,5.0,0.2,1.0
simple,10,29,12.206322614285432,5.0,0.2,1.0
simple,10,30,12.206322614285432,5.0,0.2,1.0
simple,10,31,12.206322614285432,5.0,0.2,1.0
simple,10,32,12.206322614285432,5.0,0.2,1.0
simple,10,33,12.611704406417692,5.0,0.2,1.0
simple,10,34,12.611704406417692,5.0,0.2,1.0
simple,10,35,12.611737733641037,5.0,0.2,1.0
simple,10,36,12.611741066302285,5.0,0.2,1.0
simple,10,37,12.611744398952425,5.0,0.2,1.0
simple,10,38,12.611744398952425,5.0,0.2,1.0
simple,10,39,12.611744398952425,5.0,0.2,1.0
simple,11,0,-18.420680743952367,1.0,0.2,1.0
simple,11,1,-18.420680743952367,1.0,0.8,0.4
simple,11,2,2.302585093994046,1.0,0.2,0.6
simple,11,3,2.302585093994046,1.0,0.25,0.55
simple,11,4,2.3978952737074617,1.0,0.0,0.8
simple,11,5,2.3978952737074617,1.0,0.05,0.85
simple,11,6,2.3978952737074617,2.0,0.2,1.0
simple,11,7,2.3978952737074617,3.0,0.2,1.0
simple,11,8,2.3978952737074617,4.0,0.2,1.0
simple,11,9,2.3978952737074617,5.0,0.43333333333333335,0.5666666666666667
simple,11,10,11.513035458920772,5.0,0.2,1.0
simple,11,11,11.513035458920772,5.0,0.2,1.0
simple,11,12,11.513035458920772,5.0,0.2,1.0
simple,11,13,11.513035458920772,5.0,0.2,1.0
simple,11,14,11.513035458920772,5.0,0.2,1.0
simple,11,15,11.513035458920772,5.0,0.2,1.0
simple,11,16,12.20612764401778,5.0,0.2,1.0
simple,11,17,12.20612764401778,5.0,0.2,1.0
simple,11,18,12.20612764401778,5.0,0.2,1.0
simple,11,19,12.20612764401778,5.0,0.2,1.0
simple,11,20,12.20612764401778,5.0,0.2,1.0
simple,11,21,12.20612764401778,5.0,0.2,1.0
simple,11,22,12.611574419632833,5.0,0.2,1.0
simple,11,23,12.611574419632833,5.0,0.2,1.0
simple,11,24,12.611574419632833,5.0,0.2,1.0
simple,11,25,12.611574419632833,5.0,0.2,1.0
simple,11,26,12.611574419632833,5.0,0.2,1.0
simple,11,27,12.611574419632833,5.0,0.2,1.0
simple,11,28,12.899247325712025,5.0,0.2,1.0
simple,11,29,12.899247325712025,5.0,0.2,1.0
simple,11,30,12.899272324712067,5.0,0.2,1.0
simple,11,31,12.899272324712067,5.0,0.2,1.0
simple,11,32,12.899297323087174,5.0,0.2,1.0
simple,11,33,12.899299822890315,5.0,0.2,1.0
simple,11,34,12.899299822890315,5.0,0.2,1.0
simple,11,35,12.899299822890315,5.0,0.2,1.0
simple,11,36,12.899299822890315,5.0,0.2,1.0
simple,11,37,12.899299822890315,5.0,0.2,1.0
simple,11,38,12.899299822890315,5.0,0.2,1.0
simple,11,39,12.899299822890315,5.0,0.2,1.0
simple,12,0,-18.420680743952367,0.0,0.8,0.4
simple,12,1,-18.420680743952367,1.0,0.2,1.0
simple,12,2,-18.420680743952367,2.0,0.2,1.0
simple,12,3,-18.420680743952367,3.0,0.2,1.0
simple,12,4,-18.420680743952367,4.0,0.2,1.0
simple,12,5,-18.420680743952367,4.0,0.45,0.45
simple,12,6,-18.420680743952367,5.0,0.2,1.0
simple,12,7,11.512925464970328,5.0,0.2,1.0
simple,12,8,11.512925464970328,5.0,0.2,1.0
simple,12,9,11.512925464970328,5.0,0.2,1.0
simple,12,10,11.512925464970328,5.0,0.2,1.0
